ct2010full,boro,count,pop0518,Pct_PrivVeh,medhhinc1,AADT1,frag_index
36081060000,Queens,0,150,0.6366,63500,10641,-3.8646
36081060100,Queens,5,298,0.644,67898,22424,-2.3552
36081060300,Queens,3,222,0.3464,67981,22424,-2.5696
36081060600,Queens,2,222,0.6891,82692,10641,-3.8724
36081060800,Queens,2,220,0.5,83558,15316,-3.5725
36081061000,Queens,1,201,0.623,74417,15316,-4.611
36081061200,Queens,1,245,0.6279,111000,5829,-5.1348
36081061301,Queens,6,796,0.2426,51103,21266,-0.9471
36081061400,Queens,1,203,0.5805,100391,168885,-4.0108
36081061601,Queens,3,330,0.5538,108464,5269,-5.5802
36081061602,Queens,0,192,0.6693,83281,168885,-4.4268
36081061800,Queens,1,215,0.6342,67462,1800,-1.9644
36081061900,Queens,4,389,0.5007,69663,15712,-0.9253
36081062000,Queens,0,231,0.6012,89621,4765,-4.9115
36081062100,Queens,4,425,0.5418,55976,15712,0.1025
36081062200,Queens,8,307,0.5593,71983,140409,-2.9922
36081062300,Queens,3,249,0.4639,54891,14186,-0.5677
36081062500,Queens,4,359,0.5465,66858,14186,-1.2467
36081062600,Queens,0,462,0.5616,87361,22396,-3.0772
36081062700,Queens,4,489,0.3725,63667,14186,-0.813
36081062900,Queens,11,463,0.4125,58409,14186,-1.004
36081063000,Queens,5,223,0.5435,79674,14433,-4.7035
36081063200,Queens,5,372,0.543,89563,29355,-3.8019
36081063301,Queens,6,197,0.6795,67125,8781,-1.7765
36081063302,Queens,0,218,0.5749,67431,13753,-1.68
36081063500,Queens,4,390,0.5921,62000,13753,-1.2257
36081063700,Queens,14,482,0.5727,83563,51134,-1.987
36081063800,Queens,6,561,0.6238,91346,133276,-4.3342
36081063900,Queens,3,403,0.44,67232,87798,-1.3226
36081064101,Queens,1,222,0.4906,52230,49745,-1.2766
36081064500,Queens,4,265,0.3968,83636,14977,-3.187
36081064600,Queens,5,438,0.5703,91750,16071,-3.0795
36081065000,Queens,2,401,0.5709,78438,16071,-4.8168
36081065400,Queens,14,486,0.524,78650,64618,-2.2674
36081065600,Queens,8,1001,0.5893,66290,64618,-2.4215
36081065702,Queens,4,190,0.5485,64750,11199,-1.4831
36081065703,Queens,3,365,0.573,73125,15712,-2.5291
36081065900,Queens,3,216,0.5507,92750,11199,-1.6239
36081066000,Queens,4,636,0.6399,99716,11093,-2.929
36081066100,Queens,0,146,0.5012,76542,13110.6667,-2.3947
36081066300,Queens,3,404,0.5009,81875,7042,-4.1649
36081066400,Queens,15,1844,0.5865,84450,68062,-2.7704
36081066501,Queens,4,398,0.5756,71547,21091,-0.9843
36081066701,Queens,2,341,0.5848,61944,21091,-0.3989
36081066900,Queens,0,216,0.6618,82750,12667,-2.3433
36081067100,Queens,1,239,0.567,64808,12667,-3.9543
36081067700,Queens,2,266,0.5904,88235,14366,-3.1464
36081067900,Queens,1,456,0.3943,47391,12667,1.6424
36081068000,Queens,19,851,0.5465,80378,181667,-4.1853
36081068200,Queens,2,211,0.5577,85625,2783,-0.987
36081068300,Queens,22,486,0.208,60317,12900,-2.1368
36081068700,Queens,5,516,0.3351,56121,188991,-1.0899
36081069000,Queens,8,638,0.5518,76094,10386,-3.4592
36081069300,Queens,9,346,0.221,45785,38415,0.9657
36081069400,Queens,7,678,0.5925,81724,19770,-2.2842
36081069500,Queens,3,242,0.3741,49107,48141,-0.3742
36081069701,Queens,1,371,0.2148,50525,38415,1.5087
36081069702,Queens,1,508,0.4199,61855,48141,-1.0868
36081070300,Queens,4,262,0.2623,64737,51134,0.4121
36081070700,Queens,1,296,0.4701,91071,7379,-3.6451
36081070900,Queens,0,312,0.2882,99531,7379,-0.3034
36081071100,Queens,12,398,0.3275,57592,38415,0.2784
36081071303,Queens,2,404,0.2829,73896,9625,0.4614
36081071304,Queens,6,523,0.3371,54226,7379,-0.2967
36081071305,Queens,3,470,0.1811,77940,38415,4.0782
36081071306,Queens,1,600,0.2645,60335,38415,2.0662
36081071701,Queens,14,481,0.2117,51016,12449,-0.5405
36081071702,Queens,3,380,0.229,38627,188991,0.5562
36081071900,Queens,4,377,0.2983,54563,188991,-1.0586
36081072100,Queens,9,486,0.2867,49699,7379,-0.6181
36081072300,Queens,2,269,0.2426,120938,6390,-0.8046
36081072900,Queens,2,190,0.5401,90580,14977,-1.4841
36081073100,Queens,0,243,0.4393,110417,14977,-2.8154
36081073700,Queens,6,177,0.3459,73051,32727,3.2724
36081073900,Queens,10,408,0.1852,75828,10985,0.6923
36081074100,Queens,6,263,0.2873,67744,10985,-0.4314
36081074300,Queens,7,536,0.2615,51620,10985,-2.0307
36081074500,Queens,5,432,0.3619,36550,188991,-0.0645
36081074700,Queens,1,459,0.2897,60000,4809,-0.5961
36081074900,Queens,1,225,0.4118,109688,18031.3333,-3.4636
36081075701,Queens,2,329,0.2824,75382,12285,0.2185
36081075702,Queens,1,367,0.1677,71875,16027,0.3796
36081076901,Queens,3,319,0.1733,81297,32727,1.3753
36081076902,Queens,5,122,0.1332,84960,32727,1.3668
36081077300,Queens,2,171,0.2382,71178,80706,0.7303
36081077500,Queens,5,241,0.5113,75341,12042,2.0945
36081077902,Queens,15,1037,0.5704,93059,24797,-2.437
36081077903,Queens,3,435,0.3816,67670,843,-1.1882
36081077904,Queens,7,891,0.4262,59980,16615,-1.3147
36081077905,Queens,11,204,0.3552,63776,34041,-0.9253
36081077906,Queens,6,426,0.3707,50932,16615,0.3509
36081077907,Queens,5,526,0.4919,41118,16615,0.4136
36081077908,Queens,3,598,0.5379,46731,12144,0.5229
36081078800,Queens,6,345,0.6036,58750,9229,-2.5352
36081079000,Queens,10,529,0.393,55625,132201,-2.0479
36081079200,Queens,1,409,0.6261,64083,132201,-2.4723
36081079701,Queens,7,812,0.2573,52431,25264,1.6698
36081079702,Queens,9,506,0.366,35547,25264,-1.3032
36081079900,Queens,5,486,0.5386,45000,25264,-1.611
36081080301,Queens,8,620,0.4371,49572,29822,-2.4098
36081080302,Queens,11,409,0.5776,53882,170948,-3.1405
36081080900,Queens,17,844,0.4586,81250,16615,-1.8051
36081081400,Queens,4,707,0.4357,54612,23780,-3.1779
36081081800,Queens,5,631,0.5071,48992,22106,-4.2573
36081083700,Queens,17,661,0.5754,51535,25264,-3.4807
36081083800,Queens,8,821,0.539,63902,11486,-4.6837
36081084000,Queens,17,1206,0.5124,57661,11486,-3.6538
36081084500,Queens,9,562,0.5166,24818,22777,1.8678
36081084601,Queens,2,414,0.5359,61382,22106,-2.4258
36081084602,Queens,0,233,0.5646,60375,122281,-2.0516
36081084900,Queens,6,924,0.2952,32195,134800,0.5406
36081085300,Queens,19,558,0.2318,32217,25264,0.9415
36081085500,Queens,10,737,0.2519,48497,11978,0.0845
36081085700,Queens,7,712,0.2165,37643,13489,-0.1896
36081085900,Queens,9,710,0.3553,36903,13489,1.0513
36081086100,Queens,4,251,0.3405,47887,9955,-0.9179
36081086300,Queens,8,746,0.2605,32094,9955,0.7943
36081086400,Queens,14,445,0.4301,58309,22106,-1.8315
36081086500,Queens,25,309,0.4178,36657,48131,2.4899
36081086900,Queens,10,217,0.328,37083,143222,2.6527
36081087100,Queens,28,288,0.127,25069,134800,5.3913
36081088400,Queens,5,1071,0.742,76496,186025,-1.3331
36081088901,Queens,26,1041,0.4727,50630,143222,-1.6382
36081089200,Queens,6,946,0.7318,86741,186025,-4.5589
36081090700,Queens,5,217,0.507,47857,20583,-0.5407
36081091601,Queens,1,609,0.8176,82230,7629,1.3283
36081091900,Queens,2,835,0.3942,55613,18427,-1.9434
36081092200,Queens,2,410,0.7611,130114,6784,-4.5793
36081092500,Queens,13,617,0.326,51179,18427,0.1005
36081092800,Queens,6,633,0.7419,122917,6784,-3.8276
36081092900,Queens,5,977,0.6064,55162,18427,-2.1093
36081093401,Queens,1,579,0.6802,81182,6784,1.1838
36081093402,Queens,3,407,0.6922,83313,6784,0.5785
36081093800,Queens,7,564,0.432,42607,6784,2.5325
36081093900,Queens,6,675,0.4994,70556,5557,-1.9478
36081094201,Queens,13,652,0.5422,54496,6353,1.4351
36081094202,Queens,7,1014,0.4831,47292,21793,-0.1095
36081094203,Queens,5,692,0.5204,44502,8707,-0.4277
36081094500,Queens,7,593,0.7906,72159,143222,-1.8482
36081094700,Queens,5,412,0.5313,64485,18427,-0.9703
36081095400,Queens,6,1107,0.5101,56250,11592,-0.1114
36081096400,Queens,10,852,0.5157,62702,11592,0.9071
36081097202,Queens,1,736,0.256,25385,11592,6.7847
36081097203,Queens,4,1809,0.2983,20629,15755.3333,0.1784
36081097204,Queens,5,590,0.3754,42321,15755.3333,0.4292
36081097300,Queens,3,289,0.709,102727,143222,-4.9279
36081098100,Queens,3,389,0.6268,74208,83222,-3.208
36081098700,Queens,1,361,0.7837,91207,83222,-2.8246000000000002
36081099100,Queens,0,679,0.7064,94330,83222,-1.7407
36081099200,Queens,10,893,0.4561,41554,24082,0.8132
36081099701,Queens,0,276,0.7807,69306,29147,-1.8188
36081099703,Queens,2,400,0.6494,100018,127669,-0.8835
36081099704,Queens,5,500,0.5851,67485,74018,0.0097
36081099705,Queens,1,366,0.5966,70313,115582,-2.1014
36081099801,Queens,9,1266,0.4233,58143,4120,-0.1496
36081099802,Queens,9,816,0.3797,22223,24082,3.5297
36081100801,Queens,0,556,0.7047,80820,10214,-2.9741
36081100802,Queens,16,1893,0.4578,57725,10214,-2.0562
36081101001,Queens,6,1800,0.2472,24480,24082,3.0339
36081101002,Queens,1,815,0.6712,27321,17845,1.1092
36081101700,Queens,4,693,0.7056,62093,20822,-2.6825
36081102900,Queens,12,424,0.6898,64816,12980,-2.2345
36081103201,Queens,15,1523,0.3527,29567,10214,-0.1853
36081103202,Queens,2,1214,0.4566,66076,11058,-1.6462
36081103300,Queens,1,638,0.662,76172,8176,-3.2991
36081103900,Queens,12,915,0.7221,82075,143222,-3.8417
36081104700,Queens,14,880,0.6724,53291,11978,-2.0829
36081105900,Queens,1,499,0.6261,80755,13488,-4.4608
36081107201,Queens,3,402,0.689,70401,26921,-0.6742
36081108500,Queens,1,361,0.6502,58929,15788,-2.8727
36081109300,Queens,1,453,0.6894,103409,127669,-4.6271
36081109700,Queens,6,277,0.6438,92222,74018,-1.8137
36081109900,Queens,8,482,0.6296,76484,15788,-3.5361
36081111300,Queens,1,391,0.6542,79891,127669,-2.5336
36081112300,Queens,5,299,0.5537,65326,11238,0.7467
36081112900,Queens,6,285,0.5774,77443,74018,-0.3074
36081113300,Queens,4,205,0.6171,83611,15788,-0.7784
36081113900,Queens,20,383,0.6167,60677,12044,-1.1468
36081114100,Queens,1,343,0.6475,101979,13488,-4.1153
36081114700,Queens,0,198,0.6576,80511,5656,-4.9928
36081115100,Queens,0,151,0.6394,72011,5656,-2.8246000000000002
36081115500,Queens,0,284,0.5738,79397,48131,-2.2296
36081115700,Queens,6,365,0.5979,52614,48131,-2.31
36081115900,Queens,3,453,0.4829,61061,9941,-1.5012
36081116100,Queens,2,414,0.444,50452,11978,-1.1112
36081116300,Queens,11,1010,0.30620000000000003,38378,48131,-0.4638
36081116700,Queens,4,307,0.3456,42857,9635,-0.3392
36081117100,Queens,12,327,0.4639,42139,48131,-0.7369
36081117500,Queens,5,592,0.5369,63861,12044,-1.3134
36081118100,Queens,2,247,0.3933,61649,33696.2,0.6468
36081118500,Queens,2,270,0.5108,54135,48131,-0.8959
36081118700,Queens,5,325,0.3383,55000,9635,-2.2037
36081118900,Queens,2,363,0.43120000000000003,79792,11950,-3.8995
36081119100,Queens,7,457,0.4441,57500,2588,0.3804
36081119300,Queens,4,277,0.5032,51875,48131,-1.8167
36081119500,Queens,2,205,0.5819,80221,2588,-2.871
36081119900,Queens,0,210,0.5582,76100,11950,-3.3517
36081120100,Queens,0,268,0.4406,45982,11950,-1.5448
36081120300,Queens,1,176,0.4556,71786,22777,-3.3457
36081120500,Queens,8,317,0.504,25179,22777,-0.9861
36081120700,Queens,1,393,0.5604,85263,13555,-3.0491
36081121500,Queens,2,605,0.605,64231,22777,-3.1232
36081122300,Queens,1,596,0.6154,70114,127104,-2.8461
36081122701,Queens,8,1561,0.5553,50364,127104,-0.6982
36081122702,Queens,19,1156,0.3076,20075,127104,0.6197
36081124100,Queens,4,578,0.6389,61599,14298,-2.5554
36081124700,Queens,2,558,0.5714,80957,19952,-4.6805
36081125700,Queens,2,426,0.4922,52961,14298,-1.3018
36081126500,Queens,6,238,0.5259,63750,24232,-1.9386
36081126700,Queens,8,330,0.4346,78826,20918,2.2055
36081127700,Queens,3,673,0.5037,101133,20918,-3.2854
36081129102,Queens,4,530,0.6608,97031,60617,-4.2336
36081129103,Queens,2,317,0.6296,69556,7754,-1.3098
36081129104,Queens,1,445,0.7085,86458,8958,-2.9094
36081130100,Queens,6,458,0.6869,71950,106983,-2.0877
36081133300,Queens,5,537,0.6232,89286,12751,-3.232
36081133900,Queens,4,185,0.5568,100735,8833,-3.1177
36081134100,Queens,16,554,0.5299,87038,128492,-4.6141
36081134700,Queens,6,1398,0.6646,53592,128492,0.4623
36081136700,Queens,4,858,0.6352,63528,156192,-1.7641
36081137700,Queens,6,1150,0.5781,64279,156192,-1.3302
36081138501,Queens,16,879,0.6417,64762,14987,-3.7826
36081139900,Queens,4,277,0.5774,82500,9029,-5.682
36081140300,Queens,0,383,0.6149,76546,91585,-3.0827
36081140901,Queens,2,133,0.6553,80500,18081,-2.7451
36081140902,Queens,7,390,0.6292,95243,5825,-4.5054
36081141700,Queens,13,615,0.5211,77645,15846,-3.1798
36081142900,Queens,3,524,0.5979,71800,48131,-3.3087
36081143500,Queens,4,364,0.663,76125,91585,-4.2998
36081144100,Queens,2,385,0.5776,87470,9029,-3.4976
36081144700,Queens,16,514,0.6343,77093,91585,-3.8258
36081145101,Queens,7,199,0.7344,63333,48131,-5.3546
36081145102,Queens,7,393,0.7031,86316,36642,-2.9431
36081145900,Queens,9,407,0.6977,73409,48131,-2.6027
36081146300,Queens,1,326,0.6908,74152,48131,-2.5205
36081146700,Queens,7,299,0.5566,62198,74018,-1.0594
36081147100,Queens,4,432,0.6002,69625,33395,-1.6569
36081147900,Queens,4,651,0.6654,83909,13949,-2.1375
36081148300,Queens,1,463,0.618,109306,2982,-2.463
36081150701,Queens,14,481,0.672,86570,29873,-3.7429
36081150702,Queens,1,415,0.6365,69444,29873,-2.0296
36081152901,Queens,2,927,0.7838,87163,175227,-1.5919
36081152902,Queens,0,642,0.7204,82791,182736,-2.69
36081155102,Queens,4,711,0.7344,79114,148733,-0.2832
36081156700,Queens,3,263,0.6032,101016,148733,3.9471
36081157101,Queens,10,1059,0.7125,78652,160884,-4.5758
36081157102,Queens,0,330,0.6349,71319,21332,-3.1811
36081157901,Queens,1,624,0.7013,78641,20760,-3.1076
36081157902,Queens,5,551,0.659,89395,21000,-6.1788
36081157903,Queens,2,636,0.6445,81173,25520,-1.4304
36081161700,Queens,4,705,0.6895,88125,142649,-2.8994
36081162100,Queens,5,1048,0.7056,74861,22218,-1.5506
36085000300,Staten Island,8,197,0.2411,57500,16278,6.5041
36085000600,Staten Island,3,251,0.6779,36250,15251,1.9056
36085000700,Staten Island,9,873,0.3016,43912,11710,-0.2561
36085000800,Staten Island,7,1005,0.5862,77558,32688,-3.3299
36085000900,Staten Island,13,422,0.2698,60352,4155,4.742
36085001100,Staten Island,11,833,0.5297,43950,13893,2.4691
36085001700,Staten Island,6,294,0.5195,44750,13893,-0.8289
36085001800,Staten Island,0,166,0.5549,59773,181405,5.6258
36085002001,Staten Island,6,324,0.5936,81576,32688,-1.8908
36085002002,Staten Island,4,470,0.5789,93393,181405,-3.9364
36085002100,Staten Island,17,838,0.409,49688,16278,0.1073
36085002700,Staten Island,11,339,0.4364,25957,13422,-1.3094
36085002900,Staten Island,16,1366,0.5183,37072,10547,-0.4247
36085003300,Staten Island,6,549,0.4691,70871,13056,-1.4487
36085003600,Staten Island,4,447,0.5183,70774,15425,-2.5354
36085003900,Staten Island,2,257,0.5052,72500,12028,3.3818
36085004000,Staten Island,30,2686,0.501,41629,15251,-1.3969
36085004700,Staten Island,2,374,0.4691,78214,52262,1.0463
36085005000,Staten Island,11,630,0.6281,64100,135167,-3.4397
36085005900,Staten Island,1,386,0.7167,91107,52262,-1.5444
36085006400,Staten Island,5,623,0.4665,50880,38041,-2.283
36085006700,Staten Island,14,449,0.6065,100200,13056,-0.73
36085007000,Staten Island,14,1322,0.6041,68479,38041,-3.4964
36085007400,Staten Island,3,736,0.5655,72866,28547,-2.9165
36085007500,Staten Island,10,646,0.5433,49819,13893,-0.3893
36085007700,Staten Island,2,367,0.5798,57102,5302,4.1546
36085008100,Staten Island,8,663,0.5666,37589,13880,1.4362
36085009601,Staten Island,6,468,0.6,60272,18775,-1.5242
36085009602,Staten Island,3,532,0.5699,74356,18775,-1.3417
36085009700,Staten Island,6,830,0.6557,70870,13880,-1.5861
36085010500,Staten Island,17,1056,0.5483,70022,13056,-1.1431
36085011201,Staten Island,4,933,0.4724,75907,38041,-2.9532
36085011202,Staten Island,25,1027,0.6458,85301,39703,-4.1732
36085011401,Staten Island,6,495,0.5151,36802,18775,-0.4361
36085011402,Staten Island,4,491,0.6379,68594,21273,-2.4255
36085012100,Staten Island,1,534,0.7261,107869,13056,-4.4617000000000004
36085012200,Staten Island,18,615,0.7163,92292,25061,-1.9648
36085012500,Staten Island,17,595,0.5691,77875,23219,-2.4704
36085012804,Staten Island,9,658,0.6663,59659,39703,-2.0971
36085012805,Staten Island,6,546,0.7157,71375,39703,-4.639
36085012806,Staten Island,12,885,0.6629,69393,39703,-1.7369
36085013201,Staten Island,3,252,0.5969,92083,18524,-4.1276
36085013203,Staten Island,7,928,0.6633,77212,19178,-5.4147
36085013204,Staten Island,11,776,0.719,92083,18524,-2.9829
36085013301,Staten Island,0,457,0.1129,15285,10093,0.5405
36085013302,Staten Island,25,843,0.6128,55052,14425,-1.321
36085013400,Staten Island,10,573,0.7154,76351,25061,-3.0286
36085013800,Staten Island,5,1115,0.6383,82411,25061,-4.1197
36085014100,Staten Island,5,527,0.4934,50625,23219,-2.6259
36085014604,Staten Island,6,943,0.7009,82057,19178,-3.3046
36085014605,Staten Island,4,690,0.735,84500,19855,-3.5691
36085014606,Staten Island,3,1014,0.6812,102209,22136,-5.2526
36085014607,Staten Island,3,760,0.8071,87686,20174,-4.5355
36085014608,Staten Island,1,581,0.6834,87202,19192,-4.9023
36085014700,Staten Island,12,487,0.7413,92109,21472,-2.2013
36085015100,Staten Island,2,890,0.6978,88750,17355,-1.801
36085015601,Staten Island,8,1060,0.6602,87583,16803,-3.6594
36085015602,Staten Island,0,581,0.7883,92222,15987,-5.2501
36085015603,Staten Island,5,637,0.6729,94145,31382,-3.7833
36085016901,Staten Island,8,458,0.5828,66808,21472,-1.3447
36085017005,Staten Island,1,715,0.7794,95000,43892,-4.3403
36085017007,Staten Island,1,974,0.7095,86992,12342,-4.7798
36085017008,Staten Island,0,1156,0.7032,86473,14235,-4.7292
36085017009,Staten Island,0,721,0.7956,90737,14235,-3.7814
36085017010,Staten Island,2,1405,0.7713,95401,12342,-5.4899
36085017011,Staten Island,1,692,0.7362,73398,16430,-3.7817
36085017012,Staten Island,1,679,0.7482,71844,43892,-3.2404
36085017300,Staten Island,1,446,0.7108,40000,19087,-1.3505
36085017600,Staten Island,1,841,0.8135,101908,12498,-4.7681
36085017700,Staten Island,5,1218,0.6949,98056,158806,-4.6379
36085018100,Staten Island,4,411,0.7953,100556,25061,-3.3209
36085018701,Staten Island,1,303,0.6219,86250,15379,-2.5798
36085018702,Staten Island,9,1143,0.6564,78827,158806,-2.676
36085018901,Staten Island,2,770,0.7589,75795,15379,-3.5694
36085018902,Staten Island,7,944,0.7069,72750,158806,-4.3032
36085019700,Staten Island,3,284,0.7755,93125,9951,-4.4822
36085019800,Staten Island,8,1163,0.7118,90487,11250,-2.9998
36085020100,Staten Island,4,664,0.6575,80560,49278,-3.3163
36085020700,Staten Island,20,1417,0.4139,36336,14952,0.0575
36085020801,Staten Island,3,1604,0.7128,72933,93876,-3.8849
36085020803,Staten Island,1,1220,0.6984,91053,43892,-4.4748
36085020804,Staten Island,5,822,0.6932,90455,43892,-5.2041
36085021300,Staten Island,8,1096,0.5559,54231,11842,-2.1786
36085022300,Staten Island,3,649,0.6052,61048,14952,-2.2229
36085022600,Staten Island,3,1445,0.7037,92792,79060,-2.9988
36085022800,Staten Island,1,38,0.9023,74043,93876,-6.7287
36085023100,Staten Island,3,1034,0.6278,57091,5731,-2.1622
36085023900,Staten Island,10,686,0.6902,58708,17622,-1.9652
36085024401,Staten Island,4,1194,0.8139,91189,11250,-4.5698
36085024402,Staten Island,1,829,0.8015,83802,11250,-3.1889
36085024700,Staten Island,13,445,0.6269,58661,49278,-2.5375
36085024800,Staten Island,3,978,0.7214,81702,79060,-4.1947
36085025100,Staten Island,8,893,0.7424,91356,49278,-4.4968
36085027301,Staten Island,4,495,0.6086,78537,158806,-2.8349
36085027302,Staten Island,3,665,0.7398,95592,22283,-3.1611
36085027702,Staten Island,10,772,0.6585,61806,43914,-2.5584
36085027704,Staten Island,1,638,0.6665,98462,22283,-4.3227
36085027705,Staten Island,3,846,0.7021,76676,15381,-4.481
36085027706,Staten Island,10,460,0.64,78393,43914,-3.8503
36085027900,Staten Island,4,297,0.7796,103750,54230,-3.009
36085029102,Staten Island,1,528,0.7199,82292,133436,-3.433
36085029103,Staten Island,10,1104,0.7635,74507,32192,-4.0202
36085029104,Staten Island,4,1107,0.6548,89830,204009,-4.9917
36085030301,Staten Island,11,817,0.6367,59625,49278,-2.329
36085030302,Staten Island,21,1319,0.5939,80887,41491,-3.6166
36085031901,Staten Island,5,831,0.545,27031,10098,-0.1701
36085031902,Staten Island,8,1138,0.5491,31750,11931,0.2841
36085032300,Staten Island,15,216,0.6864,58804,41491,-1.8888
